STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),isco08,International Standard Classification of Occupations 2008 (ISCO-08),worktime,Working time,age,Age class,sex,Sex,indic_se,Structure of earnings indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EL,Greece,2010,,2430,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EL,Greece,2014,,1986,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2002,,1573,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2006,,1681,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2010,,1518,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2014,,1579,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EU28,European Union - 28 countries (2013-2020),2002,,1723,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EU28,European Union - 28 countries (2013-2020),2006,,1986,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EU28,European Union - 28 countries (2013-2020),2010,,2044,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EU28,European Union - 28 countries (2013-2020),2014,,2131,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FI,Finland,2002,,1940,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FI,Finland,2006,,2347,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FI,Finland,2010,,2774,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FI,Finland,2014,,3051,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FR,France,2002,,2831,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FR,France,2006,,3309,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FR,France,2010,,3025,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FR,France,2014,,3294,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,HR,Croatia,2010,,1438,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,HR,Croatia,2014,,1385,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2002,,515,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2006,,634,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2010,,732,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2014,,767,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2002,,1988,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2006,,2465,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2010,,2908,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2014,,2453,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IS,Iceland,2002,,1825,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IS,Iceland,2006,,3018,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IS,Iceland,2010,,2141,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IS,Iceland,2014,,2749,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IT,Italy,2002,,2130,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IT,Italy,2006,,2721,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IT,Italy,2010,,2627,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IT,Italy,2014,,2535,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LT,Lithuania,2002,,289,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LT,Lithuania,2006,,386,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LT,Lithuania,2010,,476,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LT,Lithuania,2014,,532,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LU,Luxembourg,2002,,3678,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LU,Luxembourg,2006,,4650,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LU,Luxembourg,2010,,4565,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LU,Luxembourg,2014,,3614,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LV,Latvia,2002,,258,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LV,Latvia,2006,,340,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LV,Latvia,2010,,578,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LV,Latvia,2014,,616,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,ME,Montenegro,2014,,985,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MK,North Macedonia,2010,,623,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MK,North Macedonia,2014,,564,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MK,North Macedonia,2022,,692,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MT,Malta,2002,,1053,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MT,Malta,2006,,1335,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MT,Malta,2010,,1267,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MT,Malta,2014,,1327,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,NL,Netherlands,2002,,2587,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,NL,Netherlands,2006,,1801,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,NL,Netherlands,2010,,2115,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,NL,Netherlands,2014,,2381,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,NO,Norway,2002,,3143,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,NO,Norway,2006,,3561,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,NO,Norway,2010,,4204,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,NO,Norway,2014,,4687,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,PL,Poland,2002,,748,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,PL,Poland,2006,,748,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,PL,Poland,2010,,871,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,PL,Poland,2014,,1013,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,PT,Portugal,2002,,916,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,PT,Portugal,2006,,1335,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,PT,Portugal,2010,,1480,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,PT,Portugal,2014,,1388,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,RO,Romania,2002,,303,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,RO,Romania,2006,,397,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,RO,Romania,2010,,546,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,RO,Romania,2014,,559,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,RS,Serbia,2014,,727,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,SE,Sweden,2002,,2326,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,SE,Sweden,2006,,2746,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,SE,Sweden,2010,,3043,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,SE,Sweden,2014,,3613,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,SI,Slovenia,2002,,2314,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,SI,Slovenia,2006,,2550,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,SI,Slovenia,2010,,2315,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,SI,Slovenia,2014,,2134,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,SK,Slovakia,2002,,339,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,SK,Slovakia,2006,,489,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,SK,Slovakia,2010,,708,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,SK,Slovakia,2014,,857,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,TR,Türkiye,2006,,1240,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,TR,Türkiye,2010,,1280,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,TR,Türkiye,2014,,1018,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,UK,United Kingdom,2002,,1878,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,UK,United Kingdom,2006,,2298,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,UK,United Kingdom,2010,,1999,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,UK,United Kingdom,2014,,2391,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,G-N,Services of the business economy,TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MED_E_EUR,Median earnings in euro,AT,Austria,2002,,302,,,,,
