STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),isco08,International Standard Classification of Occupations 2008 (ISCO-08),worktime,Working time,age,Age class,sex,Sex,indic_se,Structure of earnings indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,AL,Albania,2018,,345,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,AT,Austria,2002,,2185,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,AT,Austria,2006,,2389,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,AT,Austria,2010,,2604,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,AT,Austria,2014,,2898,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,AT,Austria,2018,,3317,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,BE,Belgium,2002,,2447,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,BE,Belgium,2006,,2657,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,BE,Belgium,2010,,2982,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,BE,Belgium,2014,,3318,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,BE,Belgium,2018,,3650,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,BG,Bulgaria,2002,,146,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,BG,Bulgaria,2006,,187,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,BG,Bulgaria,2010,,311,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,BG,Bulgaria,2014,,394,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,BG,Bulgaria,2018,,549,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CH,Switzerland,2010,,4441,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CH,Switzerland,2014,,5554,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CH,Switzerland,2018,,6010,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CY,Cyprus,2002,,1347,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CY,Cyprus,2006,,1669,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CY,Cyprus,2010,,1774,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CY,Cyprus,2014,,1558,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CY,Cyprus,2018,,1638,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CY,Cyprus,2022,,1755,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CZ,Czechia,2002,,454,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CZ,Czechia,2006,,697,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CZ,Czechia,2010,,890,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CZ,Czechia,2014,,912,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,CZ,Czechia,2018,,1219,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,DE,Germany,2002,,2615,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,DE,Germany,2006,,2760,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,DE,Germany,2010,,2904,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,DE,Germany,2014,,3223,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,DE,Germany,2018,,3736,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,DK,Denmark,2002,,3066,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,DK,Denmark,2006,,3474,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,DK,Denmark,2010,,4095,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,DK,Denmark,2014,,4424,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,DK,Denmark,2018,,5112,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EA17,Euro area - 17 countries (2011-2013),2018,,2951,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EA18,Euro area - 18 countries (2014),2002,,2056,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EA18,Euro area - 18 countries (2014),2006,,2218,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EA18,Euro area - 18 countries (2014),2010,,2447,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EA18,Euro area - 18 countries (2014),2014,,2773,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EA18,Euro area - 18 countries (2014),2018,,2937,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EA19,Euro area - 19 countries  (2015-2022),2010,,2425,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EA19,Euro area - 19 countries  (2015-2022),2014,,2745,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EA19,Euro area - 19 countries  (2015-2022),2018,,2911,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EE,Estonia,2002,,395,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EE,Estonia,2006,,626,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EE,Estonia,2010,,813,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EE,Estonia,2014,,1091,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EE,Estonia,2018,,1356,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EL,Greece,2002,,1339,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EL,Greece,2006,,1562,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EL,Greece,2010,,1875,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EL,Greece,2014,,1576,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EL,Greece,2018,,1386,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2002,,1500,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2006,,1662,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2010,,1902,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2014,,2036,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2018,,2144,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EU27_2007,European Union - 27 countries (2007-2013),2010,,2246.93,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EU27_2007,European Union - 27 countries (2007-2013),2014,,2528.22,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EU27_2007,European Union - 27 countries (2007-2013),2018,,2603,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EU27_2020,European Union - 27 countries (from 2020),2010,,2146.43,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EU27_2020,European Union - 27 countries (from 2020),2014,,2411.72,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EU27_2020,European Union - 27 countries (from 2020),2018,,2500,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EU28,European Union - 28 countries (2013-2020),2002,,1870,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EU28,European Union - 28 countries (2013-2020),2006,,1997,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EU28,European Union - 28 countries (2013-2020),2010,,2144,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,EU28,European Union - 28 countries (2013-2020),2014,,2424,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,FI,Finland,2002,,2321,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,FI,Finland,2006,,2748,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,FI,Finland,2010,,3186,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,FI,Finland,2014,,3502,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,FI,Finland,2018,,3663,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,FR,France,2002,,2075,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,FR,France,2006,,2479,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,FR,France,2010,,2528,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,FR,France,2014,,2797,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,FR,France,2018,,3024,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,HR,Croatia,2010,,892,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,HR,Croatia,2014,,911,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,HR,Croatia,2018,,1081,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2002,,459,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2006,,600,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2010,,718,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2014,,767,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2018,,992,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2002,,2730,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2006,,3460,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2010,,3498,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2014,,3929,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2018,,4016,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,IS,Iceland,2002,,2359,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-F,Industry and construction,TOTAL,Total,TOTAL,Total,TOTAL,Total,T,Total,MEAN_E_EUR,Mean earnings in euro,IS,Iceland,2006,,3054,,,,,
